customer_id,gender,past_3_years_bike_related_purchases,Age_group,job_industry_category,wealth_segment,owns_car,state,monetary,rfm_level,brand|Giant Bicycles,brand|Norco Bicycles,brand|OHM Cycles,brand|Solex,brand|Trek Bicycles,brand|WeareA2B,online_order|False,online_order|True,product_class|high,product_class|low,product_class|medium,product_line|Mountain,product_line|Road,product_line|Standard,product_line|Touring,product_size|large,product_size|medium,product_size|small
725,Male,61,mid-age adult,Health,High Net Worth,Yes,QLD,7321.5,champions,2.0,2.0,2.0,2.0,2.0,1.0,8.0,3.0,0.0,2.0,9.0,0.0,1.0,7.0,3.0,4.0,6.0,1.0
726,Female,69,mid-age adult,Health,Mass Customer,Yes,NSW,2965.7599999999998,about to sleep,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
727,Male,98,mid-age adult,Manufacturing,Mass Customer,No,VIC,3970.03,at risk,0.0,2.0,1.0,2.0,1.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0
728,Male,60,senior cetizen,Financial Services,Mass Customer,Yes,VIC,6411.76,loyal customers,2.0,2.0,0.0,1.0,2.0,2.0,5.0,4.0,1.0,2.0,6.0,0.0,0.0,8.0,1.0,3.0,6.0,0.0
729,Female,30,mid-age adult,Health,Affluent Customer,No,VIC,8953.17,champions,0.0,1.0,1.0,2.0,3.0,2.0,5.0,4.0,0.0,2.0,7.0,0.0,1.0,8.0,0.0,3.0,4.0,2.0
730,Male,42,mid-age adult,,Mass Customer,No,VIC,3182.99,champions,0.0,0.0,2.0,1.0,2.0,2.0,5.0,2.0,1.0,0.0,6.0,0.0,0.0,6.0,1.0,2.0,4.0,1.0
732,Female,71,mid-age adult,Financial Services,Mass Customer,No,NSW,3269.12,at risk,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0
734,Male,34,mid-age adult,Retail,Affluent Customer,No,NSW,1140.1499999999996,hibernating,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0
735,Male,33,mid-age adult,Financial Services,Mass Customer,Yes,NSW,3025.3300000000004,hibernating,1.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0
736,Male,41,mid-age adult,,High Net Worth,No,VIC,4107.889999999999,potential loyalists,2.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0
737,Female,75,adult,,Mass Customer,No,QLD,4480.09,loyal customers,0.0,3.0,0.0,0.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,0.0,1.0,5.0,1.0,1.0,5.0,1.0
739,Male,36,mid-age adult,Manufacturing,Mass Customer,No,VIC,4842.199999999999,champions,4.0,3.0,2.0,1.0,0.0,0.0,6.0,4.0,5.0,2.0,3.0,0.0,4.0,6.0,0.0,4.0,5.0,1.0
742,Male,55,mid-age adult,Manufacturing,Mass Customer,No,NSW,1246.1099999999997,champions,2.0,0.0,1.0,2.0,1.0,0.0,2.0,4.0,2.0,0.0,4.0,0.0,2.0,4.0,0.0,0.0,3.0,3.0
743,Male,89,mid-age adult,Financial Services,Mass Customer,Yes,NSW,3908.8,hibernating,0.0,0.0,1.0,2.0,0.0,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
744,Male,54,mid-age adult,Manufacturing,Affluent Customer,Yes,VIC,1267.6799999999998,potential loyalists,2.0,0.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0
746,Male,47,mid-age adult,,Affluent Customer,Yes,VIC,1779.1599999999999,loyal customers,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0
747,Female,91,mid-age adult,,Mass Customer,No,NSW,571.3799999999999,about to sleep,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0
748,Female,51,mid-age adult,Financial Services,High Net Worth,No,NSW,3516.0,loyal customers,2.0,4.0,3.0,0.0,0.0,0.0,3.0,6.0,4.0,1.0,4.0,0.0,2.0,7.0,0.0,0.0,9.0,0.0
749,Male,47,mid-age adult,Argiculture,Mass Customer,No,VIC,1830.7199999999998,can't loose,2.0,4.0,1.0,1.0,1.0,0.0,4.0,5.0,3.0,2.0,4.0,0.0,3.0,6.0,0.0,1.0,5.0,3.0
750,Male,42,adult,Retail,Affluent Customer,Yes,NSW,5391.71,loyal customers,0.0,0.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,5.0,0.0,2.0,3.0,1.0,2.0,4.0,0.0
751,Female,41,youth,Financial Services,Affluent Customer,No,NSW,96.62,hibernating,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0
752,Male,13,senior cetizen,Financial Services,High Net Worth,No,QLD,2952.01,loyal customers,1.0,1.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,4.0,3.0,0.0,2.0,5.0,1.0,0.0,6.0,2.0
754,Female,15,mid-age adult,Financial Services,Mass Customer,No,VIC,93.00999999999999,hibernating,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0
755,Male,31,adult,Financial Services,Mass Customer,No,NSW,847.22,hibernating,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
756,Female,65,mid-age adult,Manufacturing,Mass Customer,Yes,VIC,2121.6099999999997,loyal customers,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,1.0,3.0,2.0
757,Male,91,mid-age adult,Financial Services,Mass Customer,No,QLD,2946.73,at risk,0.0,0.0,1.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0
759,Male,89,mid-age adult,Health,High Net Worth,No,NSW,2646.67,loyal customers,3.0,1.0,1.0,1.0,0.0,2.0,3.0,5.0,0.0,3.0,5.0,1.0,1.0,6.0,0.0,0.0,6.0,2.0
760,Male,46,mid-age adult,,Mass Customer,Yes,NSW,4847.05,loyal customers,1.0,4.0,1.0,1.0,0.0,2.0,6.0,3.0,1.0,1.0,7.0,0.0,3.0,4.0,2.0,2.0,7.0,0.0
761,Male,12,mid-age adult,Health,Affluent Customer,Yes,NSW,1896.39,at risk,0.0,2.0,1.0,2.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,0.0,2.0,3.0,0.0,2.0,1.0,2.0
762,Male,91,mid-age adult,,Mass Customer,Yes,NSW,2347.98,at risk,1.0,1.0,2.0,0.0,1.0,0.0,0.0,5.0,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
763,Female,95,adult,Manufacturing,Affluent Customer,No,NSW,3894.51,at risk,1.0,1.0,0.0,1.0,0.0,3.0,3.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0
764,Male,40,mid-age adult,Financial Services,Mass Customer,Yes,QLD,1364.06,hibernating,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
767,Male,70,senior cetizen,Manufacturing,High Net Worth,No,NSW,2438.84,need attention,0.0,2.0,1.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,3.0,2.0
768,Female,5,mid-age adult,Argiculture,Affluent Customer,Yes,NSW,5580.570000000001,champions,1.0,1.0,2.0,1.0,1.0,3.0,3.0,6.0,2.0,1.0,6.0,0.0,0.0,9.0,0.0,2.0,7.0,0.0
769,Male,65,senior cetizen,IT,Mass Customer,No,NSW,5070.24,loyal customers,0.0,1.0,1.0,2.0,2.0,2.0,3.0,5.0,2.0,0.0,6.0,0.0,0.0,8.0,0.0,1.0,6.0,1.0
770,Female,10,adult,IT,High Net Worth,Yes,VIC,4457.48,loyal customers,2.0,0.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,5.0,1.0
772,Female,12,youth,Entertainment,Mass Customer,No,NSW,2879.1900000000005,potential loyalists,1.0,0.0,0.0,2.0,0.0,2.0,4.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0
774,Female,79,youth,Manufacturing,High Net Worth,No,VIC,144.26,hibernating,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
775,Male,66,adult,Manufacturing,Affluent Customer,No,QLD,2862.330000000001,loyal customers,0.0,3.0,2.0,0.0,0.0,2.0,5.0,2.0,2.0,0.0,5.0,0.0,1.0,5.0,1.0,0.0,5.0,2.0
776,Male,30,mid-age adult,Financial Services,High Net Worth,No,QLD,2201.8599999999997,champions,1.0,1.0,2.0,2.0,1.0,2.0,5.0,4.0,3.0,0.0,6.0,0.0,1.0,8.0,0.0,0.0,6.0,3.0
777,Male,2,adult,Financial Services,High Net Worth,No,NSW,3184.33,loyal customers,1.0,1.0,2.0,1.0,0.0,1.0,4.0,2.0,1.0,0.0,5.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0
778,Male,24,mid-age adult,Manufacturing,High Net Worth,No,NSW,698.81,hibernating,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0
779,Female,1,adult,Health,High Net Worth,No,NSW,1186.4099999999999,hibernating,2.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,4.0,0.0
780,Female,24,mid-age adult,Financial Services,Mass Customer,No,NSW,798.6200000000001,hibernating,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0
781,Male,80,senior cetizen,Manufacturing,Mass Customer,No,NSW,2256.3100000000004,at risk,0.0,0.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,4.0,0.0
782,Female,30,mid-age adult,Manufacturing,Mass Customer,No,QLD,3431.8299999999995,potential loyalists,2.0,0.0,1.0,0.0,1.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,2.0,0.0,3.0
783,Male,6,adult,Retail,Affluent Customer,No,QLD,3498.8600000000006,at risk,0.0,0.0,1.0,3.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0
784,Male,10,mid-age adult,IT,High Net Worth,Yes,VIC,304.07,hibernating,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
785,Female,48,mid-age adult,Manufacturing,Mass Customer,Yes,NSW,507.86999999999995,potential loyalists,1.0,1.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,1.0
788,Male,62,mid-age adult,Health,Mass Customer,No,NSW,2415.09,need attention,1.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,3.0,1.0,2.0,2.0,1.0
789,Female,69,mid-age adult,Manufacturing,Affluent Customer,Yes,NSW,2892.7599999999998,champions,0.0,0.0,6.0,1.0,0.0,1.0,3.0,5.0,3.0,1.0,4.0,0.0,2.0,6.0,0.0,2.0,6.0,0.0
790,Female,22,mid-age adult,,Affluent Customer,No,VIC,4889.110000000001,champions,1.0,2.0,2.0,1.0,1.0,1.0,4.0,4.0,0.0,2.0,6.0,0.0,3.0,3.0,2.0,1.0,7.0,0.0
791,Female,3,mid-age adult,Manufacturing,Mass Customer,Yes,VIC,3819.0,at risk,0.0,2.0,0.0,1.0,1.0,2.0,1.0,5.0,0.0,2.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0
792,Male,10,mid-age adult,,High Net Worth,Yes,NSW,3295.6499999999996,loyal customers,0.0,1.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,4.0,0.0,0.0,5.0,1.0,1.0,4.0,1.0
793,Female,97,adult,Financial Services,High Net Worth,Yes,NSW,4778.329999999998,champions,2.0,1.0,2.0,3.0,1.0,1.0,5.0,5.0,0.0,1.0,9.0,0.0,3.0,6.0,1.0,3.0,5.0,2.0
794,Male,99,senior cetizen,Financial Services,Affluent Customer,Yes,NSW,4248.67,loyal customers,0.0,1.0,2.0,3.0,1.0,0.0,3.0,4.0,0.0,2.0,5.0,0.0,1.0,4.0,2.0,2.0,5.0,0.0
795,Female,35,mid-age adult,Financial Services,High Net Worth,No,NSW,2785.9800000000005,potential loyalists,1.0,1.0,0.0,1.0,2.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,4.0,1.0
796,Female,8,adult,Financial Services,Mass Customer,No,VIC,3815.9300000000003,champions,2.0,1.0,0.0,2.0,1.0,1.0,3.0,4.0,0.0,1.0,6.0,0.0,2.0,5.0,0.0,1.0,6.0,0.0
797,Female,51,mid-age adult,Financial Services,Mass Customer,No,NSW,2277.96,potential loyalists,0.0,1.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0
798,Female,22,adult,Financial Services,High Net Worth,No,VIC,1691.8100000000002,promising,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0
800,Male,68,mid-age adult,Manufacturing,Mass Customer,No,QLD,3239.48,at risk,0.0,3.0,2.0,1.0,0.0,0.0,5.0,1.0,1.0,0.0,5.0,0.0,2.0,4.0,0.0,1.0,5.0,0.0
801,Male,28,mid-age adult,,Affluent Customer,No,QLD,254.62999999999994,hibernating,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
802,Female,50,adult,Financial Services,Mass Customer,No,QLD,2893.2,at risk,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,4.0,1.0
803,Female,96,youth,Manufacturing,High Net Worth,No,QLD,1746.5500000000002,at risk,0.0,0.0,0.0,3.0,2.0,1.0,2.0,4.0,0.0,0.0,6.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0
804,Female,98,youth,,High Net Worth,Yes,QLD,3065.9,about to sleep,0.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
805,Female,48,senior cetizen,Manufacturing,Mass Customer,No,NSW,2795.75,at risk,1.0,1.0,3.0,1.0,0.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,5.0,1.0
806,Male,66,adult,Retail,Mass Customer,Yes,NSW,2189.57,potential loyalists,0.0,0.0,2.0,0.0,1.0,1.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0
807,Female,48,mid-age adult,,Affluent Customer,No,NSW,2491.1299999999997,hibernating,2.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,3.0,1.0
808,Male,21,mid-age adult,Health,High Net Worth,Yes,VIC,2119.7200000000003,hibernating,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
809,Female,83,mid-age adult,Health,Mass Customer,No,NSW,492.7399999999999,about to sleep,0.0,0.0,3.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
810,Female,24,youth,Health,Mass Customer,Yes,NSW,945.1599999999999,hibernating,1.0,3.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,2.0,1.0
811,Male,6,adult,,Mass Customer,No,NSW,496.6199999999999,hibernating,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
813,Female,12,senior cetizen,Health,Mass Customer,No,NSW,1633.61,need attention,0.0,1.0,2.0,0.0,1.0,1.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0
814,Male,60,senior cetizen,Manufacturing,Mass Customer,No,VIC,2154.13,about to sleep,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0
816,Female,71,senior cetizen,Manufacturing,Mass Customer,No,NSW,945.8499999999998,about to sleep,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
817,Male,38,adult,Financial Services,Mass Customer,Yes,VIC,2328.9300000000003,potential loyalists,1.0,2.0,0.0,1.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0
818,Female,17,mid-age adult,Manufacturing,Mass Customer,No,NSW,3028.8399999999992,loyal customers,2.0,1.0,1.0,0.0,2.0,0.0,1.0,5.0,2.0,0.0,4.0,0.0,0.0,6.0,0.0,1.0,4.0,1.0
819,Male,7,mid-age adult,Manufacturing,Affluent Customer,Yes,NSW,2558.04,need attention,1.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,4.0,0.0,1.0,4.0,0.0,1.0,3.0,1.0
821,Male,41,mid-age adult,Financial Services,Mass Customer,Yes,NSW,2925.75,potential loyalists,0.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,1.0,4.0,0.0
822,Female,67,mid-age adult,Health,High Net Worth,No,VIC,802.26,hibernating,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
823,Female,91,adult,Manufacturing,Affluent Customer,No,NSW,5811.3,loyal customers,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,3.0,1.0
824,Female,97,mid-age adult,Financial Services,Affluent Customer,Yes,QLD,4137.780000000001,potential loyalists,2.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0
825,Male,17,mid-age adult,,Affluent Customer,Yes,NSW,1352.3500000000001,champions,0.0,3.0,0.0,2.0,1.0,0.0,3.0,3.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,2.0,3.0,1.0
826,Male,92,youth,Financial Services,Mass Customer,Yes,NSW,1454.6100000000004,potential loyalists,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0
829,Male,84,youth,Financial Services,High Net Worth,Yes,VIC,4600.24,champions,2.0,0.0,0.0,2.0,2.0,0.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,2.0
830,Male,58,mid-age adult,Manufacturing,Affluent Customer,No,NSW,2506.27,at risk,1.0,2.0,0.0,2.0,1.0,0.0,0.0,6.0,2.0,1.0,3.0,0.0,0.0,6.0,0.0,1.0,5.0,0.0
831,Male,4,mid-age adult,Financial Services,Affluent Customer,No,QLD,1883.5900000000001,potential loyalists,0.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,0.0,4.0,1.0
832,Male,30,mid-age adult,Retail,Mass Customer,No,QLD,8366.15,loyal customers,1.0,3.0,2.0,1.0,2.0,2.0,4.0,7.0,1.0,3.0,7.0,1.0,4.0,5.0,1.0,3.0,8.0,0.0
833,Male,9,adult,,High Net Worth,Yes,NSW,4776.1,loyal customers,2.0,1.0,2.0,1.0,0.0,2.0,4.0,4.0,1.0,1.0,6.0,0.0,1.0,7.0,0.0,3.0,4.0,1.0
834,Male,37,mid-age adult,Financial Services,Mass Customer,No,VIC,722.3,potential loyalists,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,2.0,1.0
835,Male,85,mid-age adult,Manufacturing,Mass Customer,Yes,NSW,3225.92,champions,2.0,0.0,2.0,2.0,2.0,0.0,4.0,4.0,3.0,2.0,3.0,0.0,3.0,5.0,0.0,3.0,4.0,1.0
836,Female,33,adult,Financial Services,Mass Customer,Yes,QLD,1768.44,hibernating,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
837,Male,4,senior cetizen,,Mass Customer,Yes,NSW,1335.81,hibernating,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0
838,Male,27,mid-age adult,Financial Services,High Net Worth,No,QLD,1966.08,about to sleep,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,4.0,0.0,1.0,3.0,0.0,0.0,3.0,1.0
840,Male,94,mid-age adult,Financial Services,Affluent Customer,Yes,QLD,3320.09,loyal customers,2.0,1.0,2.0,0.0,0.0,1.0,4.0,2.0,1.0,1.0,4.0,0.0,1.0,4.0,1.0,1.0,4.0,1.0
841,Male,93,mid-age adult,Manufacturing,Affluent Customer,Yes,VIC,8330.089999999998,can't loose,1.0,1.0,1.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,6.0,0.0,0.0,7.0,0.0,2.0,5.0,0.0
842,Male,59,youth,Financial Services,High Net Worth,No,VIC,1727.32,about to sleep,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0
843,Male,80,adult,Manufacturing,Affluent Customer,Yes,NSW,2372.09,champions,1.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,3.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0
844,Male,13,mid-age adult,Financial Services,High Net Worth,No,NSW,4730.320000000001,loyal customers,5.0,1.0,0.0,0.0,2.0,1.0,6.0,3.0,3.0,1.0,5.0,1.0,2.0,5.0,1.0,2.0,4.0,3.0
845,Female,51,mid-age adult,Manufacturing,Mass Customer,No,NSW,672.39,hibernating,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0
846,Male,60,senior cetizen,Manufacturing,Affluent Customer,No,NSW,2129.34,hibernating,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0
847,Female,66,adult,Retail,High Net Worth,No,NSW,2521.58,hibernating,1.0,0.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
848,Male,79,mid-age adult,Manufacturing,Mass Customer,No,QLD,1964.5200000000002,hibernating,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0
849,Male,72,mid-age adult,Entertainment,Mass Customer,No,QLD,4284.21,loyal customers,2.0,0.0,0.0,1.0,1.0,2.0,4.0,2.0,2.0,0.0,4.0,0.0,0.0,5.0,1.0,0.0,6.0,0.0
850,Male,79,youth,Health,Mass Customer,No,NSW,2838.72,loyal customers,3.0,2.0,0.0,1.0,1.0,1.0,3.0,5.0,0.0,0.0,8.0,0.0,2.0,6.0,0.0,2.0,4.0,2.0
851,Female,19,adult,,Affluent Customer,Yes,QLD,3245.12,potential loyalists,1.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,1.0
853,Female,26,mid-age adult,Retail,Mass Customer,Yes,NSW,7263.659999999999,can't loose,3.0,0.0,2.0,1.0,3.0,0.0,4.0,5.0,1.0,1.0,7.0,0.0,0.0,9.0,0.0,5.0,4.0,0.0
854,Female,35,youth,,Affluent Customer,No,VIC,2074.13,potential loyalists,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
855,Female,74,mid-age adult,Retail,High Net Worth,Yes,QLD,3050.76,hibernating,1.0,0.0,0.0,2.0,1.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0
856,Male,63,adult,Financial Services,Mass Customer,Yes,VIC,2912.6499999999996,champions,2.0,0.0,3.0,0.0,1.0,1.0,2.0,5.0,1.0,2.0,4.0,0.0,0.0,7.0,0.0,0.0,6.0,1.0
857,Female,15,mid-age adult,,High Net Worth,No,QLD,3721.9199999999996,potential loyalists,1.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0
858,Female,79,mid-age adult,Financial Services,High Net Worth,Yes,QLD,2708.6000000000004,champions,0.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,0.0,1.0,5.0,0.0,2.0,4.0,0.0,0.0,5.0,1.0
859,Female,53,mid-age adult,Financial Services,Affluent Customer,Yes,NSW,2289.0600000000004,loyal customers,1.0,2.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,2.0,4.0,1.0,0.0,5.0,0.0,1.0,3.0,2.0
861,Female,73,mid-age adult,Financial Services,High Net Worth,No,VIC,1009.34,need attention,1.0,0.0,1.0,0.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,1.0,0.0,3.0,2.0
862,Male,83,mid-age adult,Argiculture,High Net Worth,Yes,VIC,309.80999999999995,about to sleep,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
863,Female,19,senior cetizen,Financial Services,Affluent Customer,No,VIC,703.62,hibernating,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0,2.0,2.0,0.0,1.0,3.0,0.0
865,Female,73,mid-age adult,Telecommunications,Mass Customer,No,QLD,4261.0,can't loose,0.0,0.0,2.0,3.0,2.0,0.0,2.0,5.0,2.0,1.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0
866,Male,28,mid-age adult,,Affluent Customer,Yes,NSW,4753.84,at risk,2.0,1.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,5.0,0.0,2.0,3.0,0.0,2.0,3.0,0.0
867,Female,12,mid-age adult,,Mass Customer,No,VIC,4295.02,at risk,0.0,0.0,1.0,1.0,1.0,2.0,0.0,5.0,1.0,1.0,3.0,0.0,0.0,4.0,1.0,2.0,3.0,0.0
